cap.4383535	cap.4386223	cap.4388092	cap.4391097	cap.4391244	cap.4395785	pcp.4311574	pcp.4378760	pcp.4383785	pcp.4385354	pcp.4386363	pcp.4388658
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_delphini	0	0	0.0611636432050679	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_saprophyticus	0	0	0.122327286410136	0	0.80535524580914	0	0.144890253239909	0.0539315274541137	0.0361032570481139	1.82260965503163	0.413959600854633	0.149451691633734
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_sp._SB1-57	0	0	0.0611636432050679	0	0	0	0	0	0	0.698667034428793	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_sp._MI_10-1553	0	0	0.122327286410136	0	0	0	0	0	0	0.121507310335442	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_pettenkoferi	0	0	0.244654572820272	0	0.0555417410902855	0	0.217335379859864	0	0	0.182260965503163	0.344966334045528	1.54433414688192
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_arlettae	0	0	0.85629100487095	0	0.0277708705451427	0	0.289780506479818	0.161794582362341	0	0.486029241341769	0.62093940128195	0.0498172305445781
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_hyicus	0	0.0278016887746623	0.0611636432050679	0.0569929331612527	0.111083482180571	0	0	0	0.108309771144342	0.0607536551677211	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_condimenti	0.0299095985375163	0	0	0	0	0	0	0	0	0.121507310335442	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_agnetis	0.0299095985375163	0	0	0.0569929331612527	0.0277708705451427	0	0	0.0539315274541137	0	0.121507310335442	0	0.0996344610891561
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_pseudintermedius	0.0299095985375163	0	0	0	0.166625223270856	0	0.0724451266199545	0	0	0.151884137919303	0.0689932668091056	0.0498172305445781
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_cohnii	0.0598191970750327	0	0.672800075255747	0	0.194396093815999	0	0.434670759719727	0.215726109816455	0.108309771144342	101.063705371504	0.896912468518372	0.797075688713249
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_sp._17KM0847	0.0299095985375163	0	0.0611636432050679	0	0	0	0.0724451266199545	0	0	0.0911304827515816	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_xylosus	0.0598191970750327	0.0278016887746623	0	0	0.0277708705451427	0	0.0724451266199545	0.107863054908227	0	2.4605230342927	0.0689932668091056	0.0498172305445781
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_nepalensis	0.089728795612549	0.0278016887746623	0	0	0	0	0.0724451266199545	0	0	0.57715972409335	0.0689932668091056	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_saccharolyticus	0.119638394150065	0	1.03978193448615	0	0.0555417410902855	0.166188901273655	0.0724451266199545	0.0539315274541137	0.144413028192456	0.303768275838605	0.0689932668091056	0.398537844356624
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_warneri	0.119638394150065	0	0.611636432050679	0	0.0277708705451427	0.166188901273655	2.3906891784585	0.0539315274541137	0.0361032570481139	1.70110234469619	73.5468224185065	0.996344610891561
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_capitis	0.149547992687582	0	0.85629100487095	0.341957598967516	0.166625223270856	0	0.869341519439454	0.647178329449364	3.03267359204157	2.09600110328638	5.03650847706471	25.855142652636
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_aureus	0.269186386837647	0	0.183490929615204	0.227971732645011	1.08306395126057	5.40113929139379	0.434670759719727	0.377520692178796	0.108309771144342	5.16406068925629	3.58764987407349	1.74360306906023
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_argenteus	0.358915182450196	0.0278016887746623	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_pasteuri	0.628101569287843	0	0.183490929615204	0	0.0277708705451427	0	0.362225633099773	0	0	1.18469627577056	2.20778453789138	0.0996344610891561
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_haemolyticus	3.70879021865203	0.0278016887746623	0.611636432050679	0	0.111083482180571	0	0.434670759719727	6.63357787685599	0.216619542288684	38.1836722729127	2.00080473746406	0.498172305445781
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_epidermidis	4.48643978062745	0.0556033775493245	1.22327286410136	0.398950532128769	36.0743608381404	0.249283351910483	5.28849424325668	21.2490218169208	3.28539639137837	60.3891332367148	10.9009361558387	80.2057411767707
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_hominis	5.26408934260288	0.0278016887746623	3.11934580345846	0.113985866322505	0.222166964361142	0.166188901273655	9.27297620735418	1.34828818635284	0.649858626866051	73.4511690977748	30.4950239296247	14.4968140884722
k__Bacteria|p__Proteobacteria	66.6086759430489	134.143148337745	961.125489324437	127.436198548561	56.5970341710009	25.5930907961429	236.026222527812	241.073927719888	220.51869404988	1390.10438389263	833.09369671995	486.315804576171
k__Bacteria|p__Proteobacteria|c__Zetaproteobacteria	0	0	0	0	0	0	0	0.0539315274541137	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Zetaproteobacteria|o__Mariprofundales	0	0	0	0	0	0	0	0.0539315274541137	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Zetaproteobacteria|o__Mariprofundales|f__Mariprofundaceae	0	0	0	0	0	0	0	0.0539315274541137	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Zetaproteobacteria|o__Mariprofundales|f__Mariprofundaceae|g__Mariprofundus	0	0	0	0	0	0	0	0.0539315274541137	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Zetaproteobacteria|o__Mariprofundales|f__Mariprofundaceae|g__Mariprofundus|s__Mariprofundus_ferrinatatus	0	0	0	0	0	0	0	0.0539315274541137	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Acidithiobacillia	0	0	0.122327286410136	0.0569929331612527	0	0	0.0724451266199545	0	0.0361032570481139	0.0911304827515816	0.0689932668091056	0.0996344610891561
k__Bacteria|p__Proteobacteria|c__Acidithiobacillia|o__Acidithiobacillales	0	0	0.122327286410136	0.0569929331612527	0	0	0.0724451266199545	0	0.0361032570481139	0.0911304827515816	0.0689932668091056	0.0996344610891561
k__Bacteria|p__Proteobacteria|c__Acidithiobacillia|o__Acidithiobacillales|f__Acidithiobacillaceae	0	0	0.122327286410136	0.0569929331612527	0	0	0.0724451266199545	0	0.0361032570481139	0.0911304827515816	0.0689932668091056	0.0996344610891561
k__Bacteria|p__Proteobacteria|c__Acidithiobacillia|o__Acidithiobacillales|f__Acidithiobacillaceae|g__Acidithiobacillus	0	0	0.122327286410136	0.0569929331612527	0	0	0.0724451266199545	0	0.0361032570481139	0.0911304827515816	0.0689932668091056	0.0996344610891561
k__Bacteria|p__Proteobacteria|c__Acidithiobacillia|o__Acidithiobacillales|f__Acidithiobacillaceae|g__Acidithiobacillus|s__Acidithiobacillus_caldus	0	0	0	0	0	0	0	0	0.0361032570481139	0	0	0.0996344610891561
k__Bacteria|p__Proteobacteria|c__Acidithiobacillia|o__Acidithiobacillales|f__Acidithiobacillaceae|g__Acidithiobacillus|s__Acidithiobacillus_thiooxidans	0	0	0	0	0	0	0.0724451266199545	0	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Acidithiobacillia|o__Acidithiobacillales|f__Acidithiobacillaceae|g__Acidithiobacillus|s__Acidithiobacillus_ferrooxidans	0	0	0	0.0569929331612527	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Acidithiobacillia|o__Acidithiobacillales|f__Acidithiobacillaceae|g__Acidithiobacillus|s__Acidithiobacillus_ferrivorans	0	0	0.0611636432050679	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia	0.0299095985375163	0	0.0611636432050679	0	0	0	0.0724451266199545	0.0539315274541137	0.0361032570481139	0	0.413959600854633	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia|o__Hydrogenophilales	0.0299095985375163	0	0.0611636432050679	0	0	0	0.0724451266199545	0.0539315274541137	0.0361032570481139	0	0.413959600854633	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia|o__Hydrogenophilales|f__Hydrogenophilaceae	0.0299095985375163	0	0.0611636432050679	0	0	0	0.0724451266199545	0.0539315274541137	0.0361032570481139	0	0.413959600854633	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia|o__Hydrogenophilales|f__Hydrogenophilaceae|g__Hydrogenophilus	0.0299095985375163	0	0.0611636432050679	0	0	0	0.0724451266199545	0.0539315274541137	0.0361032570481139	0	0.413959600854633	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia|o__Hydrogenophilales|f__Hydrogenophilaceae|g__Hydrogenophilus|s__Hydrogenophilus_thermoluteolus	0.0299095985375163	0	0.0611636432050679	0	0	0	0.0724451266199545	0.0539315274541137	0.0361032570481139	0	0.413959600854633	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Oligoflexia	0.0299095985375163	0.0278016887746623	0.122327286410136	0.113985866322505	0.0277708705451427	0	0.0724451266199545	0.0539315274541137	0	0.607536551677211	0.965905735327478	0
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Silvanigrellales	0	0	0.0611636432050679	0.0569929331612527	0.0277708705451427	0	0	0	0	0.303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Silvanigrellales|f__Silvanigrellaceae	0	0	0.0611636432050679	0.0569929331612527	0.0277708705451427	0	0	0	0	0.303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Silvanigrellales|f__Silvanigrellaceae|g__Silvanigrella	0	0	0.0611636432050679	0.0569929331612527	0.0277708705451427	0	0	0	0	0.303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Silvanigrellales|f__Silvanigrellaceae|g__Silvanigrella|s__Silvanigrella_aquatica	0	0	0.0611636432050679	0.0569929331612527	0.0277708705451427	0	0	0	0	0.303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales	0	0	0.0611636432050679	0.0569929331612527	0	0	0.0724451266199545	0.0539315274541137	0	0.182260965503163	0.758925934900161	0
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales|f__Bdellovibrionaceae	0	0	0.0611636432050679	0.0569929331612527	0	0	0.0724451266199545	0.0539315274541137	0	0.182260965503163	0.758925934900161	0
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales|f__Bdellovibrionaceae|g__Bdellovibrio	0	0	0.0611636432050679	0.0569929331612527	0	0	0.0724451266199545	0.0539315274541137	0	0.182260965503163	0.758925934900161	0
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales|f__Bdellovibrionaceae|g__Bdellovibrio|s__Bdellovibrio_exovorus	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales|f__Bdellovibrionaceae|g__Bdellovibrio|s__Bdellovibrio_sp._NC01	0	0	0	0	0	0	0	0	0	0	0.137986533618211	0
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales|f__Bdellovibrionaceae|g__Bdellovibrio|s__Bdellovibrio_sp._ZAP7	0	0	0	0	0	0	0	0	0	0.0607536551677211	0.137986533618211	0
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales|f__Bdellovibrionaceae|g__Bdellovibrio|s__Bdellovibrio_bacteriovorus	0	0	0	0	0	0	0	0.0539315274541137	0	0.0911304827515816	0.206979800427317	0
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales|f__Bdellovibrionaceae|g__Bdellovibrio|s__Bdellovibrio_sp._KM01	0	0	0.0611636432050679	0.0569929331612527	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bacteriovoracales	0.0299095985375163	0.0278016887746623	0	0	0	0	0	0	0	0.121507310335442	0.206979800427317	0
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bacteriovoracales|f__Bacteriovoracaceae	0	0	0	0	0	0	0	0	0	0.0303768275838605	0.137986533618211	0
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bacteriovoracales|f__Bacteriovoracaceae|g__Bacteriovorax	0	0	0	0	0	0	0	0	0	0.0303768275838605	0.137986533618211	0
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bacteriovoracales|f__Bacteriovoracaceae|g__Bacteriovorax|s__Bacteriovorax_stolpii	0	0	0	0	0	0	0	0	0	0.0303768275838605	0.137986533618211	0
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bacteriovoracales|f__Halobacteriovoraceae	0.0299095985375163	0.0278016887746623	0	0	0	0	0	0	0	0.0911304827515816	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bacteriovoracales|f__Halobacteriovoraceae|g__Halobacteriovorax	0.0299095985375163	0.0278016887746623	0	0	0	0	0	0	0	0.0911304827515816	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bacteriovoracales|f__Halobacteriovoraceae|g__Halobacteriovorax|s__Halobacteriovorax_sp._BALOs_7	0	0	0	0	0	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bacteriovoracales|f__Halobacteriovoraceae|g__Halobacteriovorax|s__Halobacteriovorax_marinus	0.0299095985375163	0.0278016887746623	0	0	0	0	0	0	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.089728795612549	0.111206755098649	1.40676379371656	0.284964665806263	0.888667857444568	0.415472253184138	0.724451266199545	0.916835966719933	0.397135827529253	3.97936441348573	3.38067007364617	0.547989535990359
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfurellales	0	0	0	0	0	0.0830944506368275	0	0.0539315274541137	0	0.0303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfurellales|f__Desulfurellaceae	0	0	0	0	0	0.0830944506368275	0	0.0539315274541137	0	0.0303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfurellales|f__Desulfurellaceae|g__Hippea	0	0	0	0	0	0.0830944506368275	0	0.0539315274541137	0	0.0303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfurellales|f__Desulfurellaceae|g__Hippea|s__Hippea_maritima	0	0	0	0	0	0.0830944506368275	0	0.0539315274541137	0	0.0303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bradymonadales	0	0	0	0	0.0277708705451427	0	0.0724451266199545	0	0.0361032570481139	0.0607536551677211	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bradymonadales|f__Bradymonadaceae	0	0	0	0	0.0277708705451427	0	0.0724451266199545	0	0.0361032570481139	0.0607536551677211	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bradymonadales|f__Bradymonadaceae|g__Bradymonas	0	0	0	0	0	0	0	0	0.0361032570481139	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bradymonadales|f__Bradymonadaceae|g__Bradymonas|s__Bradymonas_sediminis	0	0	0	0	0	0	0	0	0.0361032570481139	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bradymonadales|f__Bradymonadaceae|g__Persicimonas	0	0	0	0	0.0277708705451427	0	0.0724451266199545	0	0	0.0607536551677211	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bradymonadales|f__Bradymonadaceae|g__Persicimonas|s__Persicimonas_caeni	0	0	0	0	0.0277708705451427	0	0.0724451266199545	0	0	0.0607536551677211	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfarculales	0	0	0	0	0.0277708705451427	0	0	0	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfarculales|f__Desulfarculaceae	0	0	0	0	0.0277708705451427	0	0	0	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfarculales|f__Desulfarculaceae|g__Desulfarculus	0	0	0	0	0.0277708705451427	0	0	0	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfarculales|f__Desulfarculaceae|g__Desulfarculus|s__Desulfarculus_baarsii	0	0	0	0	0.0277708705451427	0	0	0	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales	0	0	0	0	0.0277708705451427	0	0	0.0539315274541137	0	0.0303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae|g__Syntrophobacter	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae|g__Syntrophobacter|s__Syntrophobacter_fumaroxidans	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophaceae	0	0	0	0	0.0277708705451427	0	0	0.0539315274541137	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophaceae|g__Desulfomonile	0	0	0	0	0.0277708705451427	0	0	0.0539315274541137	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophaceae|g__Desulfomonile|s__Desulfomonile_tiedjei	0	0	0	0	0.0277708705451427	0	0	0.0539315274541137	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|f__Candidatus_Desulfofervidaceae	0	0	0.0611636432050679	0	0.0277708705451427	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|f__Candidatus_Desulfofervidaceae|g__Candidatus_Desulfofervidus	0	0	0.0611636432050679	0	0.0277708705451427	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|f__Candidatus_Desulfofervidaceae|g__Candidatus_Desulfofervidus|s__Candidatus_Desulfofervidus_auxilii	0	0	0.0611636432050679	0	0.0277708705451427	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	0	0	0.428145502435475	0.0569929331612527	0.0833126116354282	0.166188901273655	0.434670759719727	0.43145221963291	0.288826056384912	2.09600110328638	1.72483167022764	0.398537844356624
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Labilitrichaceae	0	0	0	0	0	0	0	0	0	0.121507310335442	0.206979800427317	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Labilitrichaceae|g__Labilithrix	0	0	0	0	0	0	0	0	0	0.121507310335442	0.206979800427317	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Labilitrichaceae|g__Labilithrix|s__Labilithrix_luteola	0	0	0	0	0	0	0	0	0	0.121507310335442	0.206979800427317	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Vulgatibacteraceae	0	0	0	0	0	0	0	0.0539315274541137	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Vulgatibacteraceae|g__Vulgatibacter	0	0	0	0	0	0	0	0.0539315274541137	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Vulgatibacteraceae|g__Vulgatibacter|s__Vulgatibacter_incomptus	0	0	0	0	0	0	0	0.0539315274541137	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Kofleriaceae	0	0	0	0	0	0	0.0724451266199545	0	0	0.0607536551677211	0.137986533618211	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Kofleriaceae|g__Haliangium	0	0	0	0	0	0	0.0724451266199545	0	0	0.0607536551677211	0.137986533618211	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Kofleriaceae|g__Haliangium|s__Haliangium_ochraceum	0	0	0	0	0	0	0.0724451266199545	0	0	0.0607536551677211	0.137986533618211	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Sandaracinaceae	0	0	0	0	0.0277708705451427	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Sandaracinaceae|g__Sandaracinus	0	0	0	0	0.0277708705451427	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Sandaracinaceae|g__Sandaracinus|s__Sandaracinus_amylolyticus	0	0	0	0	0.0277708705451427	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|g__Minicystis	0	0	0.0611636432050679	0	0	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|g__Minicystis|s__Minicystis_rosea	0	0	0.0611636432050679	0	0	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae	0	0	0.0611636432050679	0	0	0.0830944506368275	0.144890253239909	0.107863054908227	0.252722799336798	0.455652413757908	0.482952867663739	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__Chondromyces	0	0	0	0	0	0	0	0.0539315274541137	0	0	0.0689932668091056	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__Chondromyces|s__Chondromyces_crocatus	0	0	0	0	0	0	0	0.0539315274541137	0	0	0.0689932668091056	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__Sorangium	0	0	0.0611636432050679	0	0	0.0830944506368275	0.144890253239909	0.0539315274541137	0.252722799336798	0.455652413757908	0.413959600854633	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__Sorangium|s__Sorangium_cellulosum	0	0	0.0611636432050679	0	0	0.0830944506368275	0.144890253239909	0.0539315274541137	0.252722799336798	0.455652413757908	0.413959600854633	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Anaeromyxobacteraceae	0	0	0.0611636432050679	0	0.0277708705451427	0	0.0724451266199545	0.0539315274541137	0	0.303768275838605	0.0689932668091056	0.0996344610891561
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Anaeromyxobacteraceae|g__Anaeromyxobacter	0	0	0.0611636432050679	0	0.0277708705451427	0	0.0724451266199545	0.0539315274541137	0	0.303768275838605	0.0689932668091056	0.0996344610891561
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Anaeromyxobacteraceae|g__Anaeromyxobacter|s__Anaeromyxobacter_dehalogenans	0	0	0	0	0	0	0.0724451266199545	0	0	0	0.0689932668091056	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Anaeromyxobacteraceae|g__Anaeromyxobacter|s__Anaeromyxobacter_sp._Fw109-5	0	0	0	0	0.0277708705451427	0	0	0.0539315274541137	0	0.121507310335442	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Anaeromyxobacteraceae|g__Anaeromyxobacter|s__Anaeromyxobacter_sp._K	0	0	0.0611636432050679	0	0	0	0	0	0	0.0911304827515816	0	0.0498172305445781
